epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,23787.1,1.37286,1.26495,0.00144,0.54627,0.58759,0.58286,0.42636,1.14974,1.02566,0.00114,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,24191.3,1.35439,1.2437,0.0014,0.54139,0.58137,0.59536,0.43596,1.14436,1.0171,0.00113,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,24595.5,1.35185,1.22662,0.00141,0.56788,0.56746,0.59844,0.43855,1.14424,1.02207,0.00113,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,24997.9,1.35351,1.23477,0.00141,0.56214,0.59083,0.5969,0.43764,1.14358,1.01911,0.00113,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,25400.9,1.34828,1.22252,0.00139,0.57386,0.58818,0.60173,0.44166,1.14069,1.01498,0.00112,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,25805,1.34891,1.21887,0.0014,0.56697,0.60136,0.61006,0.44908,1.14159,1.00356,0.00112,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,26219.9,1.34592,1.19618,0.00139,0.54892,0.60297,0.60796,0.44719,1.14221,1.00252,0.00112,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,26627.8,1.33399,1.18207,0.0014,0.61863,0.55903,0.61406,0.45256,1.13886,0.98852,0.00112,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,27034.7,1.32745,1.18905,0.00139,0.56637,0.61615,0.61963,0.458,1.135,0.9832,0.00112,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,27443.4,1.34621,1.19693,0.00139,0.59264,0.60386,0.62203,0.46064,1.13692,0.98104,0.00112,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,27846.7,1.34563,1.18687,0.00138,0.60026,0.60618,0.62551,0.46392,1.13218,0.98134,0.00111,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,28247.7,1.3456,1.17031,0.00137,0.60383,0.60697,0.63223,0.46831,1.13035,0.97143,0.00111,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,28649.5,1.34123,1.16209,0.00137,0.60655,0.60639,0.63666,0.47089,1.12689,0.97076,0.00111,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,29050.2,1.33189,1.15818,0.00136,0.64343,0.59785,0.64347,0.47731,1.12478,0.97238,0.00111,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,29450.1,1.33023,1.14659,0.00137,0.63925,0.59314,0.64155,0.47559,1.12347,0.96979,0.00111,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,29851.6,1.32469,1.13737,0.00137,0.6563,0.59605,0.64679,0.47981,1.11768,0.96479,0.0011,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,30253,1.32926,1.14507,0.00136,0.63822,0.59357,0.64086,0.47335,1.11805,0.9623,0.0011,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,30661.2,1.3156,1.13419,0.00136,0.65041,0.59333,0.64308,0.47563,1.12222,0.95681,0.0011,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,31067.1,1.31994,1.12611,0.00137,0.64853,0.58217,0.64217,0.47458,1.12372,0.95392,0.00111,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,31475.8,1.3297,1.11535,0.00136,0.63271,0.60104,0.64826,0.47991,1.12322,0.95422,0.0011,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,31883.3,1.3206,1.10487,0.00137,0.68793,0.58419,0.65725,0.48714,1.11868,0.94382,0.0011,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,32285.8,1.3112,1.11901,0.00134,0.68421,0.58434,0.66003,0.48953,1.12165,0.93976,0.0011,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,32687.9,1.32217,1.10239,0.00136,0.67656,0.59179,0.66059,0.48951,1.12216,0.93489,0.0011,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,33089.1,1.31095,1.08314,0.00135,0.66666,0.59881,0.6612,0.49047,1.11822,0.92854,0.0011,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,33492.1,1.32081,1.10179,0.00135,0.68544,0.5983,0.66449,0.4928,1.11573,0.92161,0.0011,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,33897.4,1.30713,1.07016,0.00134,0.69182,0.59142,0.66677,0.49487,1.11586,0.92108,0.0011,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,34306.6,1.31121,1.06977,0.00134,0.67588,0.59719,0.66565,0.49331,1.11589,0.921,0.0011,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,34788.9,1.30388,1.06437,0.00134,0.67797,0.59114,0.66325,0.49163,1.11556,0.91931,0.00109,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,35203.7,1.30951,1.05973,0.00134,0.67421,0.59223,0.66408,0.49164,1.11638,0.91818,0.00109,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,35614.1,1.29673,1.04551,0.00135,0.66342,0.59928,0.66274,0.4916,1.11478,0.9184,0.00109,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,36021,1.29246,1.04597,0.00132,0.65601,0.60244,0.66783,0.49517,1.11413,0.91581,0.00109,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,36427.3,1.30413,1.04506,0.00134,0.6954,0.58735,0.67088,0.49756,1.11157,0.91343,0.00109,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,36832.4,1.30145,1.02762,0.00131,0.7232,0.57756,0.67341,0.4986,1.11061,0.91008,0.00109,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,37236.8,1.29473,1.02322,0.00131,0.70363,0.58418,0.67629,0.50101,1.11038,0.90761,0.00109,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,37642,1.29912,1.03519,0.00133,0.69822,0.58369,0.67662,0.50095,1.11013,0.90469,0.00108,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,38050.2,1.29582,1.02437,0.00132,0.68921,0.59385,0.67988,0.50499,1.10996,0.90054,0.00108,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,38463.5,1.29788,1.01485,0.00133,0.7101,0.58602,0.68179,0.50783,1.10854,0.89873,0.00108,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,38875.6,1.29063,1.00933,0.00131,0.67535,0.6056,0.68086,0.50683,1.10602,0.89926,0.00108,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,39286.6,1.31559,1.01786,0.00132,0.64752,0.62984,0.68236,0.50689,1.10546,0.89798,0.00108,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,39695.3,1.28917,0.98664,0.00132,0.6978,0.59337,0.68333,0.50749,1.10562,0.89621,0.00108,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,40100.4,1.29781,0.99569,0.00131,0.69654,0.59708,0.68562,0.5086,1.10551,0.89608,0.00108,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,40504.3,1.28404,0.98275,0.0013,0.66321,0.62599,0.68707,0.51,1.10358,0.89542,0.00108,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,40909.6,1.29293,0.98079,0.00131,0.65626,0.63781,0.68966,0.51176,1.10329,0.89346,0.00108,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,41316.5,1.28795,0.97492,0.00131,0.66138,0.63626,0.69025,0.51301,1.10251,0.89059,0.00108,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,41724.6,1.27377,0.95606,0.00129,0.65045,0.64734,0.69022,0.51302,1.10104,0.89109,0.00108,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,42134.4,1.26292,0.94041,0.00128,0.64994,0.65024,0.69128,0.51409,1.10163,0.89063,0.00108,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,42546.7,1.28194,0.96306,0.00129,0.64931,0.65065,0.69099,0.51375,1.10096,0.88958,0.00108,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,42960.6,1.26569,0.9509,0.00128,0.67349,0.63806,0.6926,0.51547,1.10041,0.88777,0.00108,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,43370.5,1.2832,0.95247,0.00129,0.67748,0.63902,0.69339,0.51606,1.09944,0.88649,0.00108,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,43777.5,1.26638,0.93934,0.00128,0.67907,0.63711,0.69492,0.51711,1.09882,0.88489,0.00107,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,44185.2,1.26884,0.93628,0.00128,0.6812,0.63979,0.69588,0.51811,1.09813,0.88312,0.00107,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,44590.4,1.25565,0.90992,0.00128,0.69131,0.63803,0.69684,0.51892,1.09747,0.88137,0.00107,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,44998.5,1.26804,0.9294,0.00128,0.68558,0.64338,0.69892,0.52065,1.09696,0.88084,0.00107,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,45408.4,1.2639,0.91896,0.00128,0.69121,0.6438,0.70021,0.52132,1.09677,0.8796,0.00107,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,45818.9,1.2692,0.91608,0.00127,0.69374,0.6433,0.70173,0.52229,1.09648,0.87769,0.00107,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,46230.2,1.25555,0.90574,0.00126,0.69871,0.64052,0.70259,0.52307,1.0958,0.87669,0.00107,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,46645,1.25658,0.91413,0.00125,0.69765,0.64354,0.70393,0.52395,1.09491,0.87552,0.00107,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,47058.1,1.24799,0.88352,0.00127,0.69246,0.6451,0.70465,0.52533,1.09466,0.874,0.00107,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,47467.2,1.24991,0.89947,0.00126,0.69172,0.64519,0.70549,0.52583,1.09439,0.87274,0.00107,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,47876,1.2511,0.88714,0.00125,0.68853,0.64543,0.70564,0.52641,1.09325,0.87272,0.00107,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,48283.7,1.24203,0.87114,0.00126,0.69029,0.64812,0.70672,0.52726,1.09259,0.87175,0.00107,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,48692.5,1.24195,0.86396,0.00126,0.68969,0.65143,0.70715,0.52754,1.09171,0.87109,0.00107,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
