epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
58,23673.4,1.369,1.27698,0.0014,0.57268,0.54767,0.57736,0.42194,1.16466,1.03781,0.00114,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,24070.1,1.36937,1.26253,0.00141,0.5699,0.54572,0.58459,0.4274,1.16018,1.03972,0.00114,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,24467.9,1.37197,1.27168,0.00143,0.54651,0.56608,0.58606,0.43209,1.15757,1.03062,0.00113,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,24870.5,1.36704,1.2632,0.0014,0.5705,0.56928,0.59351,0.43308,1.16378,1.02646,0.00113,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,25267.1,1.36569,1.25551,0.00141,0.56177,0.58508,0.59593,0.43575,1.16257,1.01871,0.00113,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,25662.7,1.36646,1.23098,0.0014,0.56466,0.57619,0.59919,0.43906,1.16049,1.00876,0.00113,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,26056.1,1.348,1.22331,0.0014,0.56621,0.59312,0.60858,0.4443,1.16297,1.00846,0.00113,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,26454.7,1.35115,1.22817,0.00141,0.59173,0.56906,0.60802,0.44575,1.15603,1.00403,0.00112,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,26860.6,1.36273,1.23066,0.0014,0.59466,0.56518,0.60672,0.44278,1.15376,1.00856,0.00112,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,27263.4,1.36684,1.21526,0.00139,0.56219,0.60225,0.6112,0.44581,1.15357,1.00048,0.00112,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,27666.3,1.36918,1.20158,0.00139,0.58544,0.58772,0.61799,0.45242,1.15439,0.98808,0.00112,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,28065.2,1.35693,1.19143,0.00138,0.59945,0.58102,0.61838,0.45415,1.15049,0.98276,0.00111,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,28463.1,1.35393,1.18367,0.00138,0.59662,0.59691,0.6208,0.45598,1.15243,0.9773,0.00111,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,28859.6,1.34255,1.17168,0.00138,0.57241,0.61756,0.62324,0.45898,1.14376,0.97423,0.0011,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,29252.8,1.34798,1.16175,0.00139,0.59489,0.6135,0.63225,0.46424,1.14397,0.97148,0.0011,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,29649.4,1.35183,1.16834,0.00138,0.63056,0.57922,0.62892,0.46393,1.14167,0.97115,0.0011,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,30047.1,1.34347,1.15829,0.00138,0.57694,0.61095,0.62815,0.46314,1.14339,0.96897,0.0011,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,30445.8,1.34657,1.15584,0.00139,0.62384,0.58677,0.63431,0.46666,1.14455,0.96281,0.0011,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,30846.5,1.35534,1.14613,0.00139,0.63913,0.57414,0.63559,0.46869,1.14326,0.95537,0.0011,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,31249.4,1.34215,1.1355,0.00137,0.61844,0.59232,0.63983,0.47178,1.14247,0.95406,0.0011,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,31649.8,1.34131,1.13206,0.00137,0.60561,0.62071,0.6422,0.47344,1.14445,0.95243,0.0011,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,32048.5,1.33956,1.13364,0.00138,0.60818,0.61918,0.64588,0.47548,1.14321,0.94297,0.0011,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,32450.7,1.33931,1.11918,0.00137,0.61833,0.6189,0.64956,0.47855,1.14333,0.93645,0.0011,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,32848.9,1.34067,1.13259,0.00136,0.63445,0.60215,0.65178,0.48045,1.13957,0.93902,0.0011,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,33245.9,1.32099,1.10746,0.00135,0.6524,0.59354,0.65463,0.48261,1.13641,0.94114,0.0011,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,33643.2,1.33022,1.10754,0.00135,0.60884,0.63224,0.65467,0.4825,1.13775,0.93637,0.0011,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,34042.2,1.32799,1.0885,0.00136,0.62728,0.62822,0.65766,0.48442,1.13639,0.93225,0.0011,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,34441.1,1.32873,1.0953,0.00135,0.63121,0.63329,0.66123,0.48791,1.13372,0.9284,0.0011,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,34846.4,1.31814,1.08277,0.00136,0.63876,0.63847,0.66271,0.48868,1.13083,0.9255,0.00109,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,35249,1.30303,1.0682,0.00132,0.63887,0.63967,0.66353,0.48964,1.12961,0.92464,0.00109,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,35651.2,1.32422,1.0739,0.00135,0.65582,0.63629,0.66618,0.49094,1.13114,0.92467,0.00109,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,36051.7,1.32103,1.05912,0.00133,0.65207,0.64424,0.66955,0.49387,1.12988,0.92484,0.00109,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,36449.9,1.31625,1.0487,0.00133,0.6636,0.64329,0.67403,0.49843,1.12884,0.9195,0.00109,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,36848.3,1.32398,1.065,0.00135,0.65479,0.65126,0.67631,0.49994,1.12702,0.91775,0.00109,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,37245.3,1.31771,1.05146,0.00133,0.64936,0.65648,0.67856,0.50276,1.12732,0.91511,0.00109,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,37641.6,1.31085,1.04001,0.00134,0.65113,0.65469,0.67792,0.50252,1.12634,0.91276,0.00109,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,38043.5,1.31192,1.03327,0.00132,0.66899,0.63828,0.68096,0.50474,1.12533,0.90903,0.00109,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,38448.4,1.33369,1.0562,0.00133,0.67332,0.63342,0.68294,0.50659,1.12309,0.90629,0.00108,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,38852.6,1.30095,1.02177,0.00133,0.67098,0.63734,0.68747,0.51017,1.12374,0.90357,0.00108,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,39254.1,1.317,1.0288,0.00132,0.66984,0.63815,0.68988,0.51271,1.12249,0.9026,0.00108,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,39649.6,1.29967,1.01358,0.00131,0.6702,0.64231,0.69149,0.51466,1.12233,0.89964,0.00108,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,40096.8,1.30884,1.00901,0.00131,0.68131,0.63602,0.69173,0.51468,1.12345,0.89971,0.00108,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,40493.2,1.29911,0.98943,0.00131,0.68748,0.63306,0.69354,0.5158,1.12455,0.89405,0.00108,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,40933.8,1.29669,0.99207,0.0013,0.69076,0.64058,0.6961,0.51765,1.11904,0.89602,0.00108,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,41344.5,1.28354,0.97168,0.00129,0.68358,0.64919,0.69725,0.51834,1.1197,0.8895,0.00108,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,41748.2,1.30728,0.9952,0.00131,0.6849,0.64891,0.69703,0.51995,1.11561,0.88712,0.00108,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,42152.2,1.29558,0.97986,0.0013,0.68516,0.64807,0.69681,0.51923,1.11668,0.88839,0.00108,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,42552.3,1.30331,0.98413,0.0013,0.69456,0.6451,0.70011,0.52149,1.11434,0.8875,0.00107,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,42956.3,1.28415,0.95912,0.00129,0.69433,0.64503,0.70233,0.52292,1.11356,0.88551,0.00107,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,43357,1.29068,0.9659,0.00129,0.70132,0.64433,0.70382,0.52481,1.11248,0.88438,0.00107,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,43752.6,1.27871,0.9467,0.0013,0.69668,0.64529,0.70355,0.52538,1.11093,0.88441,0.00107,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,44150.7,1.28536,0.95112,0.00129,0.6986,0.64979,0.70642,0.52747,1.11279,0.88246,0.00107,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
